Timestamp,Date,Time,Raw_Data,Wind_Speed,Temperature
07/11/2025 15:28:15,07/11/2025,15:28:15,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:28:16,07/11/2025,15:28:16,"[0, 161, 0, 0, 0, 253, 1, 36, 255]",0.000,29.2
07/11/2025 15:28:17,07/11/2025,15:28:17,"[0, 161, 0, 1, 85, 253, 1, 37, 255]",0.341,29.3
07/11/2025 15:28:18,07/11/2025,15:28:18,"[0, 161, 0, 1, 85, 253, 1, 40, 255]",0.341,29.6
07/11/2025 15:28:19,07/11/2025,15:28:19,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:20,07/11/2025,15:28:20,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
07/11/2025 15:28:21,07/11/2025,15:28:21,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:22,07/11/2025,15:28:22,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:23,07/11/2025,15:28:23,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:28:24,07/11/2025,15:28:24,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
07/11/2025 15:28:25,07/11/2025,15:28:25,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
07/11/2025 15:28:26,07/11/2025,15:28:26,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:27,07/11/2025,15:28:27,"[0, 161, 0, 0, 100, 253, 1, 39, 255]",0.100,29.5
07/11/2025 15:28:28,07/11/2025,15:28:28,"[0, 161, 0, 0, 62, 253, 1, 37, 255]",0.062,29.3
07/11/2025 15:28:29,07/11/2025,15:28:29,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
07/11/2025 15:28:30,07/11/2025,15:28:30,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:28:31,07/11/2025,15:28:31,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
07/11/2025 15:28:32,07/11/2025,15:28:32,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:28:33,07/11/2025,15:28:33,"[0, 161, 0, 1, 42, 253, 1, 39, 255]",0.298,29.5
07/11/2025 15:28:34,07/11/2025,15:28:34,"[0, 161, 0, 0, 2, 253, 1, 41, 255]",0.002,29.7
07/11/2025 15:28:35,07/11/2025,15:28:35,"[0, 161, 0, 0, 2, 253, 1, 38, 255]",0.002,29.4
07/11/2025 15:28:36,07/11/2025,15:28:36,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:37,07/11/2025,15:28:37,"[0, 161, 0, 0, 66, 253, 1, 39, 255]",0.066,29.5
07/11/2025 15:28:38,07/11/2025,15:28:38,"[0, 161, 0, 0, 163, 253, 1, 38, 255]",0.163,29.4
07/11/2025 15:28:39,07/11/2025,15:28:39,"[0, 161, 0, 0, 163, 253, 1, 38, 255]",0.163,29.4
07/11/2025 15:28:40,07/11/2025,15:28:40,"[0, 161, 0, 0, 1, 253, 1, 39, 255]",0.001,29.5
07/11/2025 15:28:41,07/11/2025,15:28:41,"[0, 161, 0, 0, 25, 253, 1, 40, 255]",0.025,29.6
07/11/2025 15:28:42,07/11/2025,15:28:42,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:43,07/11/2025,15:28:43,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
07/11/2025 15:28:44,07/11/2025,15:28:44,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:45,07/11/2025,15:28:45,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:46,07/11/2025,15:28:46,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:28:47,07/11/2025,15:28:47,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:28:48,07/11/2025,15:28:48,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:28:49,07/11/2025,15:28:49,"[0, 161, 0, 1, 28, 253, 1, 39, 255]",0.284,29.5
07/11/2025 15:28:50,07/11/2025,15:28:50,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:28:51,07/11/2025,15:28:51,"[0, 161, 0, 0, 38, 253, 1, 40, 255]",0.038,29.6
07/11/2025 15:28:52,07/11/2025,15:28:52,"[0, 161, 0, 0, 38, 253, 1, 40, 255]",0.038,29.6
07/11/2025 15:28:53,07/11/2025,15:28:53,"[0, 161, 0, 0, 17, 253, 1, 40, 255]",0.017,29.6
07/11/2025 15:28:54,07/11/2025,15:28:54,"[0, 161, 0, 0, 38, 253, 1, 40, 255]",0.038,29.6
07/11/2025 15:28:55,07/11/2025,15:28:55,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:28:56,07/11/2025,15:28:56,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:28:57,07/11/2025,15:28:57,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:28:58,07/11/2025,15:28:58,"[0, 161, 0, 0, 186, 253, 1, 38, 255]",0.186,29.4
07/11/2025 15:28:59,07/11/2025,15:28:59,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:29:00,07/11/2025,15:29:00,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:29:01,07/11/2025,15:29:01,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:02,07/11/2025,15:29:02,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:29:03,07/11/2025,15:29:03,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:04,07/11/2025,15:29:04,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:05,07/11/2025,15:29:05,"[0, 161, 0, 0, 44, 253, 1, 40, 255]",0.044,29.6
07/11/2025 15:29:06,07/11/2025,15:29:06,"[0, 161, 0, 0, 29, 253, 1, 40, 255]",0.029,29.6
07/11/2025 15:29:07,07/11/2025,15:29:07,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:08,07/11/2025,15:29:08,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:29:09,07/11/2025,15:29:09,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:10,07/11/2025,15:29:10,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:29:11,07/11/2025,15:29:11,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:12,07/11/2025,15:29:12,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:13,07/11/2025,15:29:13,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:14,07/11/2025,15:29:14,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:15,07/11/2025,15:29:15,"[0, 161, 0, 0, 89, 253, 1, 41, 255]",0.089,29.7
07/11/2025 15:29:16,07/11/2025,15:29:16,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:17,07/11/2025,15:29:17,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:18,07/11/2025,15:29:18,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:29:19,07/11/2025,15:29:19,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:29:20,07/11/2025,15:29:20,"[0, 161, 0, 0, 90, 253, 1, 41, 255]",0.090,29.7
07/11/2025 15:29:21,07/11/2025,15:29:21,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:22,07/11/2025,15:29:22,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:23,07/11/2025,15:29:23,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:24,07/11/2025,15:29:24,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:25,07/11/2025,15:29:25,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
07/11/2025 15:29:26,07/11/2025,15:29:26,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:27,07/11/2025,15:29:27,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:29:28,07/11/2025,15:29:28,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:29,07/11/2025,15:29:29,"[0, 161, 0, 0, 229, 253, 1, 41, 255]",0.229,29.7
07/11/2025 15:29:30,07/11/2025,15:29:30,"[0, 161, 0, 0, 229, 253, 1, 43, 255]",0.229,29.9
07/11/2025 15:29:31,07/11/2025,15:29:31,"[0, 161, 0, 0, 3, 253, 1, 41, 255]",0.003,29.7
07/11/2025 15:29:32,07/11/2025,15:29:32,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
07/11/2025 15:29:33,07/11/2025,15:29:33,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:34,07/11/2025,15:29:34,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:35,07/11/2025,15:29:35,"[0, 161, 0, 0, 158, 253, 1, 41, 255]",0.158,29.7
07/11/2025 15:29:36,07/11/2025,15:29:36,"[0, 161, 0, 0, 13, 253, 1, 41, 255]",0.013,29.7
07/11/2025 15:29:37,07/11/2025,15:29:37,"[0, 161, 0, 0, 218, 253, 1, 41, 255]",0.218,29.7
07/11/2025 15:29:38,07/11/2025,15:29:38,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:29:39,07/11/2025,15:29:39,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:29:40,07/11/2025,15:29:40,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:41,07/11/2025,15:29:41,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:42,07/11/2025,15:29:42,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:43,07/11/2025,15:29:43,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:44,07/11/2025,15:29:44,"[0, 161, 0, 0, 9, 253, 1, 43, 255]",0.009,29.9
07/11/2025 15:29:45,07/11/2025,15:29:45,"[0, 161, 0, 0, 155, 253, 1, 41, 255]",0.155,29.7
07/11/2025 15:29:46,07/11/2025,15:29:46,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:47,07/11/2025,15:29:47,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:29:48,07/11/2025,15:29:48,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:29:49,07/11/2025,15:29:49,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:50,07/11/2025,15:29:50,"[0, 161, 0, 0, 57, 253, 1, 41, 255]",0.057,29.7
07/11/2025 15:29:51,07/11/2025,15:29:51,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:29:52,07/11/2025,15:29:52,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:53,07/11/2025,15:29:53,"[0, 161, 0, 0, 147, 253, 1, 42, 255]",0.147,29.8
07/11/2025 15:29:54,07/11/2025,15:29:54,"[0, 161, 0, 0, 200, 253, 1, 42, 255]",0.200,29.8
07/11/2025 15:29:55,07/11/2025,15:29:55,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:29:56,07/11/2025,15:29:56,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:29:57,07/11/2025,15:29:57,"[0, 161, 0, 0, 17, 253, 1, 42, 255]",0.017,29.8
07/11/2025 15:29:58,07/11/2025,15:29:58,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:29:59,07/11/2025,15:29:59,"[0, 161, 0, 1, 105, 253, 1, 42, 255]",0.361,29.8
07/11/2025 15:30:00,07/11/2025,15:30:00,"[0, 161, 0, 1, 105, 253, 1, 40, 255]",0.361,29.6
07/11/2025 15:30:01,07/11/2025,15:30:01,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:30:02,07/11/2025,15:30:02,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:03,07/11/2025,15:30:03,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:04,07/11/2025,15:30:04,"[0, 161, 0, 0, 0, 253, 1, 40, 255]",0.000,29.6
07/11/2025 15:30:05,07/11/2025,15:30:05,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:06,07/11/2025,15:30:06,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:07,07/11/2025,15:30:07,"[0, 161, 0, 0, 176, 253, 1, 42, 255]",0.176,29.8
07/11/2025 15:30:08,07/11/2025,15:30:08,"[0, 161, 0, 0, 223, 253, 1, 42, 255]",0.223,29.8
07/11/2025 15:30:09,07/11/2025,15:30:09,"[0, 161, 0, 0, 223, 253, 1, 41, 255]",0.223,29.7
07/11/2025 15:30:10,07/11/2025,15:30:10,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:11,07/11/2025,15:30:11,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:12,07/11/2025,15:30:12,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:13,07/11/2025,15:30:13,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:14,07/11/2025,15:30:14,"[0, 161, 0, 0, 24, 253, 1, 43, 255]",0.024,29.9
07/11/2025 15:30:15,07/11/2025,15:30:15,"[0, 161, 0, 1, 13, 253, 1, 41, 255]",0.269,29.7
07/11/2025 15:30:16,07/11/2025,15:30:16,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:30:17,07/11/2025,15:30:17,"[0, 161, 0, 0, 0, 253, 1, 41, 255]",0.000,29.7
07/11/2025 15:30:18,07/11/2025,15:30:18,"[0, 161, 0, 0, 53, 253, 1, 41, 255]",0.053,29.7
07/11/2025 15:30:19,07/11/2025,15:30:19,"[0, 161, 0, 0, 138, 253, 1, 43, 255]",0.138,29.9
07/11/2025 15:30:20,07/11/2025,15:30:20,"[0, 161, 0, 0, 57, 253, 1, 42, 255]",0.057,29.8
07/11/2025 15:30:21,07/11/2025,15:30:21,"[0, 161, 0, 0, 57, 253, 1, 43, 255]",0.057,29.9
07/11/2025 15:30:22,07/11/2025,15:30:22,"[0, 161, 0, 0, 76, 253, 1, 42, 255]",0.076,29.8
07/11/2025 15:30:23,07/11/2025,15:30:23,"[0, 161, 0, 0, 18, 253, 1, 44, 255]",0.018,30.0
07/11/2025 15:30:24,07/11/2025,15:30:24,"[0, 161, 0, 0, 149, 253, 1, 43, 255]",0.149,29.9
07/11/2025 15:30:25,07/11/2025,15:30:25,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:26,07/11/2025,15:30:26,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:27,07/11/2025,15:30:27,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:28,07/11/2025,15:30:28,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:29,07/11/2025,15:30:29,"[0, 161, 0, 0, 78, 253, 1, 43, 255]",0.078,29.9
07/11/2025 15:30:31,07/11/2025,15:30:31,"[0, 161, 0, 0, 78, 253, 1, 43, 255]",0.078,29.9
07/11/2025 15:30:32,07/11/2025,15:30:32,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:33,07/11/2025,15:30:33,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:34,07/11/2025,15:30:34,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:35,07/11/2025,15:30:35,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:36,07/11/2025,15:30:36,"[0, 161, 0, 0, 22, 253, 1, 42, 255]",0.022,29.8
07/11/2025 15:30:37,07/11/2025,15:30:37,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:38,07/11/2025,15:30:38,"[0, 161, 0, 0, 6, 253, 1, 42, 255]",0.006,29.8
07/11/2025 15:30:39,07/11/2025,15:30:39,"[0, 161, 0, 0, 6, 253, 1, 41, 255]",0.006,29.7
07/11/2025 15:30:40,07/11/2025,15:30:40,"[0, 161, 0, 0, 204, 253, 1, 43, 255]",0.204,29.9
07/11/2025 15:30:41,07/11/2025,15:30:41,"[0, 161, 0, 0, 13, 253, 1, 43, 255]",0.013,29.9
07/11/2025 15:30:42,07/11/2025,15:30:42,"[0, 161, 0, 0, 0, 253, 1, 44, 255]",0.000,30.0
07/11/2025 15:30:43,07/11/2025,15:30:43,"[0, 161, 0, 0, 70, 253, 1, 44, 255]",0.070,30.0
07/11/2025 15:30:44,07/11/2025,15:30:44,"[0, 161, 0, 0, 70, 253, 1, 43, 255]",0.070,29.9
07/11/2025 15:30:45,07/11/2025,15:30:45,"[0, 161, 0, 0, 60, 253, 1, 42, 255]",0.060,29.8
07/11/2025 15:30:46,07/11/2025,15:30:46,"[0, 161, 0, 0, 128, 253, 1, 44, 255]",0.128,30.0
07/11/2025 15:30:47,07/11/2025,15:30:47,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:48,07/11/2025,15:30:48,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:49,07/11/2025,15:30:49,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:50,07/11/2025,15:30:50,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:30:51,07/11/2025,15:30:51,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:52,07/11/2025,15:30:52,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:53,07/11/2025,15:30:53,"[0, 161, 0, 0, 202, 253, 1, 41, 255]",0.202,29.7
07/11/2025 15:30:54,07/11/2025,15:30:54,"[0, 161, 0, 1, 39, 253, 1, 41, 255]",0.295,29.7
07/11/2025 15:30:55,07/11/2025,15:30:55,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:56,07/11/2025,15:30:56,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:57,07/11/2025,15:30:57,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:30:58,07/11/2025,15:30:58,"[0, 161, 0, 0, 127, 253, 1, 43, 255]",0.127,29.9
07/11/2025 15:30:59,07/11/2025,15:30:59,"[0, 161, 0, 0, 65, 253, 1, 43, 255]",0.065,29.9
07/11/2025 15:31:00,07/11/2025,15:31:00,"[0, 161, 0, 0, 65, 253, 1, 43, 255]",0.065,29.9
07/11/2025 15:31:01,07/11/2025,15:31:01,"[0, 161, 0, 0, 1, 253, 1, 42, 255]",0.001,29.8
07/11/2025 15:31:02,07/11/2025,15:31:02,"[0, 161, 0, 0, 175, 253, 1, 43, 255]",0.175,29.9
07/11/2025 15:31:03,07/11/2025,15:31:03,"[0, 161, 0, 0, 9, 253, 1, 43, 255]",0.009,29.9
07/11/2025 15:31:04,07/11/2025,15:31:04,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:31:05,07/11/2025,15:31:05,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:31:06,07/11/2025,15:31:06,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:31:07,07/11/2025,15:31:07,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:31:08,07/11/2025,15:31:08,"[0, 161, 0, 1, 22, 253, 1, 44, 255]",0.278,30.0
07/11/2025 15:31:09,07/11/2025,15:31:09,"[0, 161, 0, 1, 22, 253, 1, 43, 255]",0.278,29.9
07/11/2025 15:31:10,07/11/2025,15:31:10,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:31:11,07/11/2025,15:31:11,"[0, 161, 0, 0, 76, 253, 1, 42, 255]",0.076,29.8
07/11/2025 15:31:12,07/11/2025,15:31:12,"[0, 161, 0, 0, 0, 253, 1, 42, 255]",0.000,29.8
07/11/2025 15:31:13,07/11/2025,15:31:13,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
07/11/2025 15:31:14,07/11/2025,15:31:14,"[0, 161, 0, 0, 42, 253, 1, 44, 255]",0.042,30.0
07/11/2025 15:31:15,07/11/2025,15:31:15,"[0, 161, 0, 0, 0, 253, 1, 43, 255]",0.000,29.9
