Timestamp,Date,Time,Raw_Data,Wind_Speed,Temperature
09/09/2025 00:00:00,09/09/2025,00:00:00,"[0, 161, 0, 0, 0, 253, 1, 36, 255]",0.000,29.2
09/09/2025 00:00:01,09/09/2025,00:00:01,"[0, 161, 0, 0, 0, 253, 1, 35, 255]",0.000,29.1
09/09/2025 00:00:02,09/09/2025,00:00:02,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
09/09/2025 00:00:03,09/09/2025,00:00:03,"[0, 161, 0, 0, 0, 253, 1, 35, 255]",0.000,29.1
09/09/2025 00:00:04,09/09/2025,00:00:04,"[0, 161, 0, 0, 0, 253, 1, 35, 255]",0.000,29.1
09/09/2025 00:00:05,09/09/2025,00:00:05,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
09/09/2025 00:00:06,09/09/2025,00:00:06,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
09/09/2025 00:00:07,09/09/2025,00:00:07,"[0, 161, 0, 0, 0, 253, 1, 38, 255]",0.000,29.4
09/09/2025 00:00:08,09/09/2025,00:00:08,"[0, 161, 0, 0, 0, 253, 1, 37, 255]",0.000,29.3
09/09/2025 00:00:09,09/09/2025,00:00:09,"[0, 161, 0, 0, 0, 253, 1, 36, 255]",0.000,29.2
09/09/2025 00:00:10,09/09/2025,00:00:10,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
09/09/2025 00:00:11,09/09/2025,00:00:11,"[0, 161, 0, 0, 0, 253, 1, 39, 255]",0.000,29.5
09/09/2025 00:00:12,09/09/2025,00:00:12,"[0, 161, 0, 0, 0, 253, 1, 35, 255]",0.000,29.1
