Date,Time,PC0.1_calibrated,PC0.1,PC0.3,PC0.5,PC1.0,PC2.5,PC5.0,PC10,PM0.1,PM0.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10
2025/09/03,00:00:00,291.780000,29178,11671,7097,233,7,0,0,0.02670171,0.31507883,1.12691945,1.34091957,1.36912090,1.37564791,1.37564791
2025/09/03,00:00:01,292.820000,29282,11713,7250,235,7,0,0,0.02679682,0.31620094,1.14553216,1.36066335,1.38822505,1.40678528,1.40678528
2025/09/03,00:00:02,293.860000,29386,11754,7404,236,7,0,0,0.02689166,0.31732014,1.16425096,1.38093417,1.40773338,1.43829589,1.43829589
2025/09/03,00:00:03,294.900000,29490,11796,7556,238,7,1,0,0.02698700,0.31844507,1.18276138,1.40099569,1.42702879,1.46526286,1.46526286
2025/09/03,00:00:04,296.570000,29657,11863,7831,242,6,1,0,0.02713976,0.32024781,1.21609164,1.43784819,1.46298510,1.51102516,1.51102516
2025/09/03,00:00:05,298.340000,29834,11933,8122,246,6,1,0,0.02730176,0.32215927,1.25126342,1.47705924,1.50130356,1.55590157,1.55590157
2025/09/03,00:00:06,299.830000,29983,11993,8416,251,6,1,0,0.02743837,0.32377137,1.28645496,1.51667806,1.54002980,1.59682410,1.59682410
2025/09/03,00:00:07,301.270000,30127,12051,8702,264,5,1,0,0.02756999,0.32532435,1.32072299,1.56300078,1.58392772,1.64400100,1.64400100
2025/09/03,00:00:08,302.230000,30223,12089,8843,278,5,2,0,0.02765789,0.32636160,1.33795820,1.59238676,1.61088891,1.67312755,1.67312755
2025/09/03,00:00:09,301.710000,30171,12068,8641,285,4,1,0,0.02761055,0.32580293,1.31418510,1.57559408,1.59243754,1.65359350,1.65359350
2025/09/03,00:00:10,301.310000,30131,12052,8471,293,4,1,0,0.02757329,0.32536343,1.29430810,1.56282653,1.57966999,1.63862966,1.63862966
2025/09/03,00:00:11,300.640000,30064,12025,8274,299,5,1,0,0.02751221,0.32464270,1.27112833,1.54562606,1.56566042,1.62245472,1.62245472
2025/09/03,00:00:12,298.900000,29890,11956,7895,303,5,1,0,0.02735337,0.32276846,1.22584677,1.50328473,1.52485130,1.57836663,1.57836663
2025/09/03,00:00:13,297.110000,29711,11884,7541,305,6,1,0,0.02718937,0.32083318,1.18342071,1.46334684,1.48669858,1.53473864,1.53473864
2025/09/03,00:00:14,295.570000,29557,11823,7275,308,6,1,0,0.02704830,0.31916864,1.15141627,1.43408955,1.45884702,1.50252543,1.50252543
2025/09/03,00:00:15,294.040000,29404,11761,7016,302,5,1,0,0.02690782,0.31751081,1.12006493,1.39730889,1.41861889,1.45685296,1.45685296
2025/09/03,00:00:16,292.310000,29231,11692,6738,294,4,1,0,0.02675034,0.31565274,1.08646120,1.35552961,1.37237307,1.40732817,1.40732817
2025/09/03,00:00:17,290.550000,29055,11622,6478,285,4,1,0,0.02658860,0.31374417,1.05475010,1.31570702,1.33293353,1.36460965,1.36460965
2025/09/03,00:00:18,288.490000,28849,11539,6182,275,5,0,0,0.02640013,0.31152003,1.01872840,1.27086279,1.28962151,1.31801866,1.31801866
2025/09/03,00:00:19,286.420000,28642,11456,5907,266,5,0,0,0.02621066,0.30928444,0.98496528,1.22853520,1.24856956,1.27257412,1.27257412
2025/09/03,00:00:20,284.720000,28472,11389,5700,258,5,0,0,0.02605537,0.30745214,0.95948642,1.19578582,1.21709582,1.23782141,1.23782141
2025/09/03,00:00:21,283.990000,28399,11359,5645,252,6,0,0,0.02598841,0.30666184,0.95243103,1.18330111,1.20537721,1.22393744,1.22393744
2025/09/03,00:00:22,283.470000,28347,11339,5613,246,6,0,0,0.02594130,0.30610602,0.94820341,1.17370823,1.19655044,1.21291437,1.21291437
