Date,Time,PC0.1_calibrated,PC0.1,PC0.3,PC0.5,PC1.0,PC2.5,PC5.0,PC10,PM0.1,PM0.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10
2025/11/02,00:00:00,913.380000,91338,36535,23527,1652,81,4,0,0.08358448,0.98629205,3.67744286,5.18937802,5.48353336,5.61679582,5.61679582
2025/11/02,00:00:01,947.210000,94721,37888,25374,1812,90,4,0,0.08668025,1.02282202,3.92519659,5.58384876,5.91092854,6.05619328,6.05619328
2025/11/02,00:00:02,980.260000,98026,39210,27071,1962,98,5,0,0.08970499,1.05851399,4.15501360,5.95120609,6.30572471,6.46082638,6.46082638
2025/11/02,00:00:03,1012.850000,101285,40514,28642,2104,104,5,0,0.09268734,1.09370549,4.36992970,6.29548606,6.67335642,6.83501604,6.83501604
2025/11/02,00:00:04,1044.960000,104496,41798,30142,2239,110,5,0,0.09562557,1.12837645,4.57612928,6.62539323,7.02393758,7.19107246,7.19107246
2025/11/02,00:00:05,1076.580000,107658,43063,31619,2369,115,5,0,0.09851882,1.16251641,4.77920057,6.94787479,7.36454185,7.53167673,7.53167673
2025/11/02,00:00:06,1107.790000,110779,44311,33030,2496,119,5,0,0.10137519,1.19622164,4.97433604,7.25857433,7.69017321,7.84963653,7.84963653
2025/11/02,00:00:07,1139.090000,113909,45563,34447,2632,123,4,0,0.10423877,1.23001171,5.17023497,7.57895778,8.02587153,8.17989052,8.17989052
2025/11/02,00:00:08,1152.500000,115250,46100,34819,2686,121,4,0,0.10546593,1.24449197,5.22719742,7.68555829,8.12570719,8.26880657,8.26880657
2025/11/02,00:00:09,1150.360000,115036,46014,34353,2672,116,4,0,0.10527025,1.24218299,5.17159274,7.61728580,8.03688719,8.16795336,8.16795336
2025/11/02,00:00:10,1148.450000,114845,45938,33953,2662,111,3,0,0.10509581,1.24012471,5.12386111,7.56066667,7.96304154,8.08538440,8.08538440
2025/11/02,00:00:11,1147.130000,114713,45885,33648,2661,107,3,0,0.10497456,1.23869378,5.08750560,7.52330912,7.91228438,8.02806929,8.02806929
2025/11/02,00:00:12,1146.310000,114631,45852,33378,2669,104,3,0,0.10489948,1.23780809,5.05578726,7.49886221,7.87711562,7.98962155,7.98962155
2025/11/02,00:00:13,1145.540000,114554,45821,33091,2681,102,3,0,0.10482929,1.23697966,5.02208627,7.47589083,7.84457516,7.95380212,7.95380212
2025/11/02,00:00:14,1144.760000,114476,45790,32824,2698,99,3,0,0.10475836,1.23614265,4.99072761,7.45997915,7.82049651,7.92644450,7.92644450
2025/11/02,00:00:15,1143.460000,114346,45738,32516,2701,97,3,0,0.10463885,1.23473263,4.95406988,7.42593953,7.77675772,7.87834405,7.87834405
2025/11/02,00:00:16,1142.390000,114239,45695,32257,2699,94,3,0,0.10454087,1.23357624,4.92326435,7.39361493,7.73575300,7.83406036,7.83406036
2025/11/02,00:00:17,1141.080000,114108,45643,31977,2702,92,3,0,0.10442168,1.23217005,4.88988637,7.36330713,7.69676870,7.79179708,7.79179708
2025/11/02,00:00:18,1139.570000,113957,45583,31693,2708,89,2,0,0.10428353,1.23053986,4.85573913,7.33410420,7.65914224,7.74980897,7.74980897
2025/11/02,00:00:19,1138.070000,113807,45522,31425,2710,87,2,0,0.10414547,1.22891061,4.82346298,7.30396116,7.62121528,7.70860303,7.70860303
2025/11/02,00:00:20,1136.510000,113651,45460,31187,2709,85,2,0,0.10400302,1.22722986,4.79453250,7.27367266,7.58428841,7.66947987,7.66947987
2025/11/02,00:00:21,1134.450000,113445,45378,30903,2707,84,2,0,0.10381461,1.22500669,4.75980029,7.23742229,7.54140328,7.62439845,7.62439845
2025/11/02,00:00:22,1132.050000,113205,45282,30623,2700,82,2,0,0.10359470,1.22241171,4.72516088,7.19651350,7.49411270,7.57494251,7.57494251
2025/11/02,00:00:23,1129.470000,112947,45179,30386,2694,80,2,0,0.10335927,1.21963368,4.69535525,7.16092257,7.45316265,7.53287884,7.53287884
2025/11/02,00:00:24,1126.780000,112678,45071,30134,2684,79,2,0,0.10311247,1.21672126,4.66354107,7.12005983,7.40694079,7.48557430,7.48557430
2025/11/02,00:00:25,1124.190000,112419,44967,29889,2657,77,2,0,0.10287533,1.21392319,4.63272576,7.06449001,7.34511926,7.42158741,7.42158741
2025/11/02,00:00:26,1121.450000,112145,44858,29640,2624,75,2,0,0.10262449,1.21096310,4.60133242,7.00333287,7.27732375,7.35267829,7.35267829
2025/11/02,00:00:27,1118.460000,111846,44738,29374,2590,73,2,0,0.10235157,1.20774273,4.56772778,6.93841332,7.20500334,7.27819252,7.27819252
2025/11/02,00:00:28,1115.240000,111524,44609,29081,2553,71,2,0,0.10205707,1.20426780,4.53072591,6.86718834,7.12535482,7.19634770,7.19634770
2025/11/02,00:00:29,1112.470000,111247,44499,28839,2513,69,2,0,0.10180355,1.20127622,4.50002810,6.80045735,7.05058334,7.11937993,7.11937993
2025/11/02,00:00:30,1109.890000,110989,44395,28590,2473,67,2,0,0.10156747,1.19849058,4.46878096,6.73256299,6.97490507,7.04153630,7.04153630
2025/11/02,00:00:31,1106.960000,110696,44278,28260,2430,64,2,0,0.10129934,1.19532646,4.42779998,6.65167152,6.88533710,6.94868935,6.94868935
2025/11/02,00:00:32,1104.130000,110413,44165,27933,2390,62,1,0,0.10104007,1.19226719,4.38738847,6.57535585,6.80072437,6.86188033,6.86188033
2025/11/02,00:00:33,1101.640000,110164,44065,27657,2368,60,1,0,0.10081233,1.18957974,4.35313723,6.52077738,6.74104335,6.80111663,6.80111663
2025/11/02,00:00:34,1100.020000,110002,44001,27473,2360,60,1,0,0.10066432,1.18783324,4.33029707,6.49050473,6.70911201,6.76918529,6.76918529
2025/11/02,00:00:35,1098.350000,109835,43934,27286,2353,60,1,0,0.10051130,1.18602760,4.30709478,6.46122614,6.67855417,6.73971013,6.73971013
2025/11/02,00:00:36,1096.730000,109673,43869,27108,2354,61,2,0,0.10036319,1.18428013,4.28500092,6.43926223,6.66003773,6.72227637,6.72227637
2025/11/02,00:00:37,1095.130000,109513,43805,26931,2357,62,2,0,0.10021641,1.18254793,4.26304746,6.42041097,6.64718522,6.71053747,6.71053747
2025/11/02,00:00:38,1093.860000,109386,43754,26787,2365,64,2,0,0.10009991,1.18117322,4.24516378,6.40986278,6.64314531,6.70758024,6.70758024
2025/11/02,00:00:39,1093.260000,109326,43730,26709,2382,66,2,0,0.10004504,1.18052588,4.23565808,6.41564300,6.65696601,6.72359724,6.72359724
2025/11/02,00:00:40,1092.900000,109290,43716,26658,2398,68,2,0,0.10001191,1.18013501,4.22945862,6.42392142,6.67315483,6.74195142,6.74195142
2025/11/02,00:00:41,1092.090000,109209,43683,26581,2398,70,2,0,0.09993774,1.17925984,4.21976947,6.41455530,6.66876478,6.73867498,6.73867498
2025/11/02,00:00:42,1090.930000,109093,43637,26488,2391,71,2,0,0.09983158,1.17800717,4.20787703,6.39616744,6.65344134,6.72335154,6.72335154
2025/11/02,00:00:43,1090.380000,109038,43615,26437,2391,72,2,0,0.09978198,1.17742183,4.20145074,6.39000013,6.65199713,6.72299001,6.72299001
2025/11/02,00:00:44,1090.260000,109026,43610,26410,2389,72,2,0,0.09977083,1.17729025,4.19816037,6.38489968,6.64817232,6.72024788,6.72024788
2025/11/02,00:00:45,1089.850000,108985,43594,26364,2381,72,2,0,0.09973334,1.17684790,4.19249908,6.37186996,6.63284429,6.70491985,6.70491985
2025/11/02,00:00:46,1088.960000,108896,43558,26290,2373,71,2,0,0.09965168,1.17588410,4.18303241,6.35464777,6.61434646,6.68753564,6.68753564
2025/11/02,00:00:47,1087.820000,108782,43513,26186,2362,71,2,0,0.09954746,1.17465430,4.16993084,6.33146357,6.59026967,6.66345885,6.66345885
2025/11/02,00:00:48,1086.650000,108665,43466,26070,2350,71,2,0,0.09944016,1.17338826,4.15539537,6.30632752,6.56411095,6.63730013,6.63730013
2025/11/02,00:00:49,1085.840000,108584,43433,25960,2340,71,2,0,0.09936622,1.17251594,4.14196864,6.28359417,6.54035853,6.61354771,6.61354771
2025/11/02,00:00:50,1084.680000,108468,43387,25820,2325,70,2,0,0.09926006,1.17126327,4.12465126,6.25292998,6.50752251,6.57959807,6.57959807
2025/11/02,00:00:51,1083.130000,108313,43325,25669,2304,69,2,0,0.09911813,1.16958827,4.10576853,6.21465708,6.46618880,6.53718168,6.53718168
