Date,Time,Temperature,Humidity
2025-09-08,00:00:00,22.5,45.9
2025-09-08,00:00:01,22.5,45.9
2025-09-08,00:00:02,22.5,45.9
2025-09-08,00:00:03,22.5,45.8
2025-09-08,00:00:04,22.5,45.8
2025-09-08,00:00:05,22.5,45.8
2025-09-08,00:00:06,22.5,45.8
2025-09-08,00:00:07,22.5,45.9
2025-09-08,00:00:08,22.5,45.9
2025-09-08,00:00:09,22.5,45.8
2025-09-08,00:00:10,22.5,45.8
2025-09-08,00:00:11,22.5,45.8
2025-09-08,00:00:12,22.5,45.8
2025-09-08,00:00:13,22.5,45.8
2025-09-08,00:00:14,22.5,45.8
2025-09-08,00:00:15,22.5,45.8
2025-09-08,00:00:16,22.5,45.8
2025-09-08,00:00:17,22.5,45.9
2025-09-08,00:00:18,22.5,45.9
2025-09-08,00:00:19,22.5,45.7
2025-09-08,00:00:20,22.5,45.7
2025-09-08,00:00:21,22.5,45.9
2025-09-08,00:00:22,22.5,45.9
2025-09-08,00:00:23,22.5,45.9
2025-09-08,00:00:24,22.5,45.9
