Date,Time,Temperature,Humidity
2025-09-10,00:00:00,33.2,61.9
2025-09-10,00:00:01,33.2,61.9
2025-09-10,00:00:02,33.2,61.9
2025-09-10,00:00:03,33.2,61.9
2025-09-10,00:00:04,33.2,62.0
2025-09-10,00:00:05,33.2,62.0
2025-09-10,00:00:06,33.2,61.9
2025-09-10,00:00:07,33.2,61.9
2025-09-10,00:00:08,33.2,61.9
2025-09-10,00:00:09,33.2,61.9
2025-09-10,00:00:10,33.1,62.0
2025-09-10,00:00:11,33.1,62.0
2025-09-10,00:00:12,33.2,62.0
2025-09-10,00:00:13,33.2,62.0
2025-09-10,00:00:14,33.2,62.0
2025-09-10,00:00:15,33.2,62.0
2025-09-10,00:00:16,33.2,61.9
2025-09-10,00:00:17,33.2,61.9
2025-09-10,00:00:18,33.2,61.9
2025-09-10,00:00:19,33.2,61.9
