Date,Time,Temperature,Humidity
2025-09-09,00:00:00,29.7,70.1
2025-09-09,00:00:01,29.7,70.2
2025-09-09,00:00:02,29.7,70.2
2025-09-09,00:00:03,29.7,70.2
2025-09-09,00:00:04,29.7,70.2
2025-09-09,00:00:05,29.7,70.1
2025-09-09,00:00:06,29.7,70.1
2025-09-09,00:00:07,29.7,70.1
2025-09-09,00:00:08,29.7,70.1
2025-09-09,00:00:09,29.7,70.2
2025-09-09,00:00:10,29.7,70.2
2025-09-09,00:00:11,29.8,70.2
2025-09-09,00:00:12,29.8,70.2
