Date,Time,Temperature,Humidity
2025-09-12,00:00:00,31.2,61.7
2025-09-12,00:00:01,31.2,61.7
2025-09-12,00:00:02,31.2,61.9
2025-09-12,00:00:03,31.2,61.9
2025-09-12,00:00:04,31.2,61.8
2025-09-12,00:00:05,31.2,61.8
2025-09-12,00:00:06,31.2,61.8
2025-09-12,00:00:07,31.2,61.8
2025-09-12,00:00:08,31.2,61.9
2025-09-12,00:00:09,31.2,61.9
2025-09-12,00:00:10,31.2,61.9
2025-09-12,00:00:11,31.2,61.9
2025-09-12,00:00:12,31.2,61.9
